src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label
192.168.1.4,108.158.251.122,5749,443,TCP,11,2462,223.82,54,1304,62.062,6.206198,0,45.009362,1779695907,Browsing
192.168.1.4,159.89.246.130,10617,443,TCP,9,2384,264.89,54,1304,61.975,7.74687,0,45.354726,1779695907,Browsing
192.168.1.4,3.1.99.209,11721,443,TCP,12,2574,214.5,54,1304,61.9746,5.634055,0,45.002371,1779695907,Browsing
64.227.64.62,192.168.1.4,443,4699,TCP,11,5288,480.73,54,2554,2.7189,0.271895,0,2.000063,1779695907,Browsing
108.158.251.122,192.168.1.4,443,5749,TCP,11,6761,614.64,54,2554,61.998,6.199796,1.00E-06,45.1106,1779695907,Browsing
139.144.214.95,192.168.1.4,443,7471,TCP,7,569,81.29,54,210,18.5614,3.093563,0,14.099782,1779695907,Browsing
3.1.99.209,192.168.1.4,443,11721,TCP,14,5463,390.21,54,2554,61.9734,4.767182,0,45.113085,1779695907,Browsing
192.168.1.4,74.214.196.131,10310,443,TCP,9,2624,291.56,54,1304,18.1599,2.269983,0,12.250928,1779695907,Browsing
192.168.1.4,70.42.32.127,2926,443,TCP,10,2488,248.8,54,1304,18.1595,2.017724,0,11.0725,1779695907,Browsing
192.168.1.4,69.90.254.78,13870,443,TCP,10,2364,236.4,54,1304,18.16,2.017777,0,9.998296,1779695907,Browsing
192.168.1.4,35.212.43.231,14705,443,TCP,11,2505,227.73,54,1304,62.1572,6.215716,0,45.311155,1779695907,Browsing
192.168.1.4,204.2.56.70,5717,443,TCP,10,2406,240.6,54,1304,62.1454,6.905041,0,45.319933,1779695907,Browsing
192.168.1.4,199.232.103.52,12860,443,TCP,9,2296,255.11,54,1304,0.1681,0.021011,0,0.065293,1779695907,Browsing
192.168.1.4,199.232.103.52,5543,443,TCP,9,2356,261.78,54,1304,0.1678,0.020969,0,0.065612,1779695907,Browsing
69.90.254.78,192.168.1.4,443,12839,TCP,11,8297,754.27,54,2554,18.3892,1.838922,1.00E-06,10.0019,1779695907,Browsing
199.232.103.52,192.168.1.4,443,5543,TCP,10,4977,497.7,54,1304,0.1276,0.01418,0,0.064026,1779695907,Browsing
199.232.103.52,192.168.1.4,443,12860,TCP,9,4923,547,54,2554,0.1276,0.015952,0,0.065694,1779695907,Browsing
74.214.196.131,192.168.1.4,443,11307,TCP,7,923,131.86,54,325,18.3856,3.064272,1.00E-06,12.793826,1779695907,Browsing
204.2.56.70,192.168.1.4,443,2314,TCP,11,5065,460.45,54,1304,62.083,6.208303,0,45.314718,1779695907,Browsing
70.42.32.127,192.168.1.4,443,13189,TCP,9,4526,502.89,54,2554,18.3832,2.297898,1.00E-06,11.663245,1779695907,Browsing
139.144.214.95,192.168.1.4,443,1795,TCP,7,569,81.29,54,210,18.3153,3.052548,0,13.959571,1779695907,Browsing
159.89.246.130,192.168.1.4,443,10617,TCP,9,2942,326.89,54,1304,61.9811,7.747643,1.00E-06,45.344169,1779695907,Browsing
69.90.254.78,192.168.1.4,443,13870,TCP,12,8351,695.92,54,2554,18.1499,1.649992,1.00E-06,9.998263,1779695908,Browsing
74.214.196.131,192.168.1.4,443,10310,TCP,7,923,131.86,54,325,18.1538,3.025633,1.00E-06,12.554422,1779695908,Browsing
204.2.56.70,192.168.1.4,443,5717,TCP,8,4903,612.88,54,3804,61.8428,8.834679,0,45.311129,1779695908,Browsing
35.212.43.231,192.168.1.4,443,14705,TCP,11,5189,471.73,54,2494,61.838,6.183802,1.00E-06,45.314603,1779695908,Browsing
70.42.32.127,192.168.1.4,443,2926,TCP,9,4526,502.89,54,2554,18.1483,2.268541,1.00E-06,11.43197,1779695908,Browsing
192.168.1.4,35.212.104.44,8950,443,TCP,18,3736,207.56,54,1304,182.5562,10.738602,0,45.330573,1779695908,Browsing
192.168.1.4,135.125.170.28,2816,443,TCP,19,5515,290.26,54,1304,7.7221,0.429003,0,6.249091,1779695908,Browsing
135.125.170.28,192.168.1.4,443,2816,TCP,18,11080,615.56,54,2554,7.7163,0.453902,1.00E-06,5.948502,1779695908,Browsing
192.168.1.4,35.212.104.44,4250,443,TCP,14,3941,281.5,54,1304,98.1692,7.551473,0,45.326308,1779695908,Browsing
35.212.104.44,192.168.1.4,443,8950,TCP,16,8489,530.56,54,3714,182.5393,12.16929,1.00E-06,45.3285,1779695908,Browsing
35.212.104.44,192.168.1.4,443,4250,TCP,11,7833,712.09,54,3714,97.8757,9.787574,3.00E-06,45.32278,1779695909,Browsing
192.168.1.4,199.232.103.52,8173,443,TCP,10,2426,242.6,54,1304,1.207,0.13411,0,1.001008,1779695909,Browsing
192.168.1.4,199.232.103.52,4605,443,TCP,9,2368,263.11,54,1304,1.2018,0.150219,0,1.010395,1779695909,Browsing
192.168.1.4,100.50.70.168,11543,443,TCP,17,3820,224.71,54,1304,61.5626,3.847663,0,44.960151,1779695909,Browsing
192.168.1.4,100.50.70.168,7347,443,TCP,12,2645,220.42,54,1304,96.8343,8.803118,0,45.012738,1779695909,Browsing
100.50.70.168,192.168.1.4,443,11543,TCP,15,5962,397.47,54,3804,61.6552,4.403943,1.00E-06,45.353172,1779695909,Browsing
100.50.70.168,192.168.1.4,443,7347,TCP,13,5402,415.54,54,2554,96.8537,8.071141,1.00E-06,45.341641,1779695910,Browsing
199.232.103.52,192.168.1.4,443,8173,TCP,10,4977,497.7,54,2554,0.1545,0.017171,0,0.076604,1779695910,Browsing
199.232.103.52,192.168.1.4,443,4605,TCP,8,4881,610.12,54,3804,0.1463,0.0209,1.00E-06,0.076606,1779695910,Browsing
192.168.1.4,142.251.221.98,55367,443,UDP,9,5223,580.33,73,1292,0.1738,0.021728,2.20E-05,0.104713,1779695925,Browsing
142.251.221.98,192.168.1.4,443,55367,UDP,13,6162,474,63,1292,0.1661,0.013843,0,0.065899,1779695925,Browsing
192.168.1.4,192.168.1.1,57597,53,UDP,1,82,82,82,82,0,0,0,0,1779695927,Browsing
192.168.1.1,192.168.1.4,53,57597,UDP,1,145,145,145,145,0,0,0,0,1779695927,Browsing
192.168.1.4,31.97.230.169,10241,443,TCP,673,47447,70.5,54,1304,154.4386,0.229819,0,45.004982,1779695927,Browsing
192.168.1.4,31.97.230.169,11155,443,TCP,11,2419,219.91,54,1304,79.2417,7.92417,0,45.001042,1779695927,Browsing
31.97.230.169,192.168.1.4,443,10241,TCP,841,2157795,2565.75,54,65054,154.4539,0.183874,0,45.107394,1779695927,Browsing
31.97.230.169,192.168.1.4,443,11155,TCP,12,5097,424.75,54,2554,79.2552,7.20502,1.00E-06,45.114236,1779695927,Browsing
192.168.1.4,38.134.110.236,12711,443,TCP,5,330,66,66,66,15.0283,3.757065,1.009877,8.012163,1779695927,Browsing
192.168.1.4,31.97.230.169,63824,443,UDP,2,2584,1292,1292,1292,0,3.10E-05,3.10E-05,3.10E-05,1779695927,Browsing
192.168.1.4,38.134.110.236,2903,443,TCP,5,330,66,66,66,15.0214,3.755352,1.000384,8.005361,1779695927,Browsing
31.97.230.169,192.168.1.4,443,63824,UDP,2,202,101,93,109,0.003,0.00299,0.00299,0.00299,1779695927,Browsing
192.168.1.4,192.168.1.1,59068,53,UDP,1,77,77,77,77,0,0,0,0,1779695927,Browsing
192.168.1.4,192.168.1.1,58000,53,UDP,1,77,77,77,77,0,0,0,0,1779695927,Browsing
192.168.1.4,38.134.110.236,7682,443,TCP,5,330,66,66,66,15.0575,3.764367,1.017948,8.021004,1779695927,Browsing
192.168.1.4,31.97.230.169,6859,443,TCP,8,2256,282,54,1304,0.2744,0.039207,0,0.099554,1779695927,Browsing
192.168.1.4,31.97.230.169,5628,443,TCP,8,2352,294,54,1304,0.2742,0.039177,0,0.100266,1779695927,Browsing
192.168.1.4,31.97.230.169,1192,443,TCP,8,2320,290,54,1304,0.2755,0.039358,0,0.09976,1779695927,Browsing
192.168.1.4,31.97.230.169,7120,443,TCP,8,2256,282,54,1304,0.2749,0.039268,0,0.098203,1779695927,Browsing
192.168.1.4,31.97.230.169,1712,443,TCP,129,13041,101.09,54,1304,107.7615,0.841887,0,45.00004,1779695927,Browsing
192.168.1.4,31.97.230.169,13658,443,TCP,8,2256,282,54,1304,0.2749,0.039275,0,0.098512,1779695927,Browsing
31.97.230.169,192.168.1.4,443,1712,TCP,127,276039,2173.54,54,15054,107.7842,0.85543,0,45.071244,1779695928,Browsing
31.97.230.169,192.168.1.4,443,1192,TCP,7,4690,670,54,1304,0.191,0.031827,0,0.100472,1779695928,Browsing
31.97.230.169,192.168.1.4,443,5628,TCP,10,4852,485.2,54,1304,0.1912,0.021247,0,0.100598,1779695928,Browsing
31.97.230.169,192.168.1.4,443,6859,TCP,7,4690,670,54,1304,0.191,0.031827,1.00E-06,0.100471,1779695928,Browsing
31.97.230.169,192.168.1.4,443,13658,TCP,7,4387,626.71,54,1304,0.1902,0.031702,0,0.098526,1779695928,Browsing
31.97.230.169,192.168.1.4,443,7120,TCP,8,4744,593,54,1304,0.1902,0.027173,0,0.098531,1779695928,Browsing
192.168.1.1,192.168.1.4,53,58000,UDP,1,93,93,93,93,0,0,0,0,1779695928,Browsing
192.168.1.1,192.168.1.4,53,59068,UDP,1,131,131,131,131,0,0,0,0,1779695928,Browsing
192.168.1.4,37.187.129.45,4204,443,TCP,13,3281,252.38,54,1304,0.8501,0.070841,0,0.234367,1779695928,Browsing
37.187.129.45,192.168.1.4,443,4204,TCP,14,13620,972.86,54,5054,0.8511,0.065467,1.00E-06,0.234617,1779695928,Browsing
192.168.1.4,35.219.111.231,2680,443,TCP,19,3567,187.74,54,1304,35.0559,1.947551,0,29.690555,1779695930,Browsing
35.219.111.231,192.168.1.4,443,2680,TCP,16,5839,364.94,54,3804,34.9401,2.329341,0,29.541422,1779695930,Browsing
192.168.1.4,37.187.129.45,1503,443,TCP,9,3198,355.33,54,1304,0.6192,0.077405,0,0.215372,1779695933,Browsing
37.187.129.45,192.168.1.4,443,1503,TCP,8,7376,922,54,5054,0.6159,0.087988,3.00E-06,0.199852,1779695933,Browsing
192.168.1.6,239.255.255.250,38032,1900,UDP,1,167,167,167,167,0,0,0,0,1779695961,Browsing
192.168.1.4,37.187.129.45,10311,443,TCP,9,3166,351.78,54,1304,0.6711,0.083882,0,0.231775,1779695969,Browsing
37.187.129.45,192.168.1.4,443,10311,TCP,9,7102,789.11,54,3804,0.6605,0.082559,1.00E-06,0.220346,1779695969,Browsing
192.168.1.4,35.213.232.93,11914,443,TCP,16,3425,214.06,54,1304,5.8397,0.389311,0,4.975453,1779696006,Browsing
35.213.232.93,192.168.1.4,443,11914,TCP,14,5752,410.86,54,2554,5.6262,0.432785,1.00E-06,4.748359,1779696006,Browsing
192.168.1.4,20.42.73.30,5759,443,TCP,17,6522,383.65,54,1304,2.0863,0.130394,0,0.441796,1779696085,Browsing
20.42.73.30,192.168.1.4,443,5759,TCP,12,5383,448.58,54,2554,1.7971,0.163375,1.00E-06,0.469394,1779696085,Browsing
192.168.1.4,4.145.11.36,11156,443,TCP,2,108,54,54,54,0.1803,0.180313,0.180313,0.180313,1779775701,Download
4.145.11.36,192.168.1.4,443,11156,TCP,1,54,54,54,54,0,0,0,0,1779775701,Download
192.168.1.4,104.114.67.71,11163,443,TCP,2,108,54,54,54,0.0891,0.089074,0.089074,0.089074,1779775702,Download
104.114.67.71,192.168.1.4,443,11163,TCP,2,132,66,54,78,0.0039,0.003934,0.003934,0.003934,1779775702,Download
192.168.1.4,44.227.132.93,14248,443,TCP,2,108,54,54,54,0.307,0.30697,0.30697,0.30697,1779775704,Download
44.227.132.93,192.168.1.4,443,14248,TCP,2,132,66,54,78,0,1.00E-06,1.00E-06,1.00E-06,1779775704,Download
192.168.1.6,224.0.0.251,5353,5353,UDP,31,4931,159.06,87,200,193.5369,6.451231,7.90E-05,36.454279,1779775707,Download
192.168.1.4,192.168.1.1,4536,53,TCP,3,198,66,66,66,3.0078,1.503892,1.00714,2.000644,1779775707,Download
192.168.1.4,192.168.1.1,13031,53,TCP,3,198,66,66,66,3.0076,1.503794,1.007009,2.000579,1779775707,Download
192.168.1.4,192.168.1.1,1800,53,TCP,3,198,66,66,66,3.0075,1.503748,1.006917,2.00058,1779775707,Download
192.168.1.6,239.255.255.250,51905,1900,UDP,2,334,167,167,167,120.0142,120.014178,120.014178,120.014178,1779775708,Download
192.168.1.4,192.168.1.1,10545,53,TCP,3,198,66,66,66,3.011,1.505521,1.006802,2.004239,1779775708,Download
192.168.1.4,192.168.1.1,12159,53,TCP,3,198,66,66,66,3.0109,1.505447,1.006655,2.004239,1779775708,Download
192.168.1.4,192.168.1.1,3439,53,TCP,3,198,66,66,66,3.0108,1.50539,1.006543,2.004238,1779775708,Download
192.168.1.6,192.168.1.255,57621,57621,UDP,6,492,82,82,82,151.6546,30.330911,30.002622,31.538388,1779775709,Download
192.168.1.4,192.168.1.1,9945,53,TCP,3,198,66,66,66,3.0136,1.506821,1.013602,2.000039,1779775710,Download
192.168.1.4,192.168.1.1,3742,53,TCP,3,198,66,66,66,3.0157,1.507834,1.013428,2.002239,1779775710,Download
192.168.1.4,192.168.1.1,1605,53,TCP,3,198,66,66,66,3.0156,1.507777,1.013322,2.002233,1779775710,Download
192.168.1.4,192.168.1.1,9065,53,TCP,3,198,66,66,66,3.0162,1.508117,1.001988,2.014246,1779775710,Download
192.168.1.4,192.168.1.1,3672,53,TCP,3,198,66,66,66,3.016,1.508015,1.00178,2.014249,1779775710,Download
192.168.1.4,192.168.1.1,9170,53,TCP,3,198,66,66,66,3.0162,1.508116,1.00159,2.014642,1779775710,Download
192.168.1.4,40.74.79.222,5402,443,TCP,1,54,54,54,54,0,0,0,0,1779775711,Download
192.168.1.4,40.74.78.229,5404,443,TCP,1,54,54,54,54,0,0,0,0,1779775711,Download
192.168.1.4,192.168.1.1,13745,53,TCP,3,198,66,66,66,3.0186,1.509305,1.003002,2.015608,1779775714,Download
192.168.1.4,192.168.1.1,14345,53,TCP,3,198,66,66,66,3.0031,1.501544,1.00289,2.000199,1779775714,Download
192.168.1.4,192.168.1.1,2568,53,TCP,3,198,66,66,66,3.004,1.502015,1.002785,2.001245,1779775714,Download
192.168.1.4,54.194.120.171,1484,443,TCP,41,6628,161.66,54,1304,189.1417,4.728543,0,35.490318,1779775714,Download
54.194.120.171,192.168.1.4,443,1484,TCP,49,5843,119.24,54,466,189.1658,3.940955,0,35.548104,1779775714,Download
192.168.1.4,192.168.1.1,4674,53,TCP,3,198,66,66,66,3.0276,1.513784,1.013482,2.014087,1779775715,Download
192.168.1.4,192.168.1.1,11833,53,TCP,3,198,66,66,66,3.0274,1.513721,1.013356,2.014087,1779775715,Download
192.168.1.4,192.168.1.1,5803,53,TCP,3,198,66,66,66,3.0274,1.513708,1.013309,2.014108,1779775715,Download
192.168.1.4,192.168.1.1,13902,53,TCP,3,198,66,66,66,3.0145,1.507268,1.000793,2.013744,1779775716,Download
192.168.1.4,192.168.1.1,14421,53,TCP,3,198,66,66,66,3.0147,1.507328,1.000649,2.014006,1779775716,Download
192.168.1.4,192.168.1.1,8589,53,TCP,3,198,66,66,66,3.0143,1.50714,1.000535,2.013745,1779775716,Download
192.168.1.4,192.168.1.1,12956,53,TCP,4,264,66,66,66,7.0052,2.335055,1.005103,3.999538,1779775716,Download
192.168.1.4,192.168.1.1,12115,53,TCP,4,264,66,66,66,7.005,2.335004,1.005049,3.999534,1779775716,Download
192.168.1.4,192.168.1.1,5669,53,TCP,4,264,66,66,66,7.0207,2.340217,1.004814,4.015313,1779775716,Download
192.168.1.4,192.168.1.1,10308,53,TCP,4,264,66,66,66,7.0205,2.340168,1.004663,4.014629,1779775716,Download
192.168.1.4,192.168.1.1,4304,53,TCP,4,264,66,66,66,7.006,2.335322,1.004562,4.000883,1779775716,Download
192.168.1.4,192.168.1.1,11509,53,TCP,4,264,66,66,66,7.0045,2.334831,1.004434,3.999537,1779775716,Download
192.168.1.4,192.168.1.1,4551,53,TCP,4,264,66,66,66,7.0044,2.334799,1.004369,3.999497,1779775716,Download
192.168.1.4,192.168.1.1,3518,53,TCP,4,264,66,66,66,7.0056,2.335213,1.004248,4.000858,1779775716,Download
192.168.1.4,192.168.1.1,11742,53,TCP,4,264,66,66,66,7.0037,2.334567,1.004108,3.999082,1779775716,Download
13.107.5.93,192.168.1.4,443,5401,TCP,1,54,54,54,54,0,0,0,0,1779775716,Download
192.168.1.4,192.168.1.1,5841,53,TCP,3,198,66,66,66,3.0155,1.507727,1.00111,2.014344,1779775717,Download
192.168.1.4,192.168.1.1,6006,53,TCP,3,198,66,66,66,3.0153,1.507625,1.000155,2.015096,1779775717,Download
192.168.1.4,192.168.1.1,7079,53,TCP,3,198,66,66,66,3.0151,1.507549,0.999993,2.015104,1779775717,Download
23.100.109.78,192.168.1.4,443,11159,TCP,1,54,54,54,54,0,0,0,0,1779775719,Download
192.168.1.4,192.168.1.1,9804,53,TCP,3,198,66,66,66,3.0162,1.508104,1.014976,2.001232,1779775719,Download
192.168.1.4,192.168.1.1,5136,53,TCP,3,198,66,66,66,3.016,1.507982,1.014711,2.001252,1779775719,Download
192.168.1.4,192.168.1.1,2875,53,TCP,3,198,66,66,66,3.0158,1.507901,1.014569,2.001233,1779775719,Download
192.168.1.4,192.168.1.1,3407,53,TCP,3,198,66,66,66,3.0157,1.507861,1.014474,2.001248,1779775719,Download
192.168.1.4,192.168.1.1,11511,53,TCP,3,198,66,66,66,3.0156,1.50779,1.014327,2.001253,1779775719,Download
192.168.1.4,192.168.1.1,14701,53,TCP,3,198,66,66,66,3.0154,1.50771,1.014175,2.001246,1779775719,Download
192.168.1.4,192.168.1.1,6584,53,TCP,3,198,66,66,66,3.0153,1.507666,1.014003,2.001329,1779775719,Download
192.168.1.4,192.168.1.1,2039,53,TCP,3,198,66,66,66,3.015,1.507495,1.013758,2.001232,1779775719,Download
192.168.1.4,192.168.1.1,6922,53,TCP,3,198,66,66,66,3.0148,1.507409,1.013585,2.001233,1779775719,Download
192.168.1.4,69.173.158.64,9641,443,TCP,13,3743,287.92,54,1304,180.963,15.080248,0,45.153803,1779775720,Download
69.173.158.64,192.168.1.4,443,9641,TCP,13,5224,401.85,54,1304,180.9948,15.082903,1.00E-06,45.162002,1779775720,Download
192.168.1.4,192.168.1.1,7510,53,TCP,3,198,66,66,66,3.0102,1.505087,1.010088,2.000086,1779775721,Download
192.168.1.4,192.168.1.1,12647,53,TCP,3,198,66,66,66,3.0101,1.505028,1.00997,2.000086,1779775721,Download
192.168.1.4,192.168.1.1,11541,53,TCP,3,198,66,66,66,3.01,1.504976,1.009866,2.000086,1779775721,Download
192.168.1.4,192.168.1.1,11550,53,TCP,3,198,66,66,66,3.0169,1.508428,1.00069,2.016165,1779775723,Download
192.168.1.4,192.168.1.1,7609,53,TCP,3,198,66,66,66,3.0167,1.508361,1.000566,2.016157,1779775723,Download
192.168.1.4,192.168.1.1,6125,53,TCP,3,198,66,66,66,3.0166,1.50832,1.000484,2.016157,1779775723,Download
192.168.1.4,72.153.5.138,6126,443,TCP,12,1331,110.92,54,269,1.8661,0.169643,3.50E-05,0.350924,1779775723,Download
72.153.5.138,192.168.1.4,443,6126,TCP,10,3694,369.4,54,1304,1.5595,0.173275,1.00E-06,0.326457,1779775723,Download
192.168.1.4,163.223.0.254,6460,8080,TCP,1372,79030,57.6,54,1304,15.2935,0.011155,0,0.572154,1779775724,Download
163.223.0.254,192.168.1.4,8080,6460,TCP,1802,6614633,3670.72,54,18804,15.2446,0.008465,0,0.528054,1779775724,Download
192.168.1.4,163.223.0.254,13319,8080,TCP,1026,60669,59.13,54,1304,60.5315,0.059055,0,29.380195,1779775724,Download
163.223.0.254,192.168.1.4,8080,13319,TCP,1277,4500155,3524.01,54,21304,60.5273,0.047435,0,29.422664,1779775724,Download
192.168.1.4,23.208.65.107,13320,443,TCP,11,1300,118.18,54,405,108.3478,10.83478,0.000362,107.94551,1779775725,Download
23.208.65.107,192.168.1.4,443,13320,TCP,13,10610,816.15,54,3804,108.3056,9.02547,2.00E-06,108.004729,1779775725,Download
192.168.1.4,23.208.65.107,13219,443,TCP,11,1518,138,54,623,107.9298,10.792976,7.20E-05,107.533204,1779775725,Download
192.168.1.4,23.208.65.107,13218,443,TCP,11,1518,138,54,623,107.9307,10.793071,0.000412,107.499961,1779775725,Download
192.168.1.4,23.208.65.107,13220,443,TCP,11,1517,137.91,54,622,107.9308,10.793079,7.30E-05,107.233765,1779775725,Download
192.168.1.4,23.208.65.107,13221,443,TCP,12,1580,131.67,54,631,107.9368,9.812436,6.80E-05,107.533148,1779775725,Download
192.168.1.4,23.208.65.107,13222,443,TCP,12,1571,130.92,54,622,107.9296,9.811779,6.70E-05,107.533279,1779775725,Download
192.168.1.4,23.208.65.107,13223,443,TCP,11,1517,137.91,54,622,107.9296,10.79296,1.00E-05,107.533309,1779775725,Download
192.168.1.4,23.208.65.107,13224,443,TCP,12,1571,130.92,54,622,107.9307,9.811881,7.30E-05,107.516677,1779775725,Download
192.168.1.4,23.208.65.107,13225,443,TCP,11,1518,138,54,623,107.9432,10.794324,5.60E-05,107.217156,1779775725,Download
192.168.1.4,23.208.65.107,13226,443,TCP,11,1518,138,54,623,107.9408,10.794076,0.000535,107.217174,1779775725,Download
192.168.1.4,23.208.65.107,13227,443,TCP,11,1517,137.91,54,622,107.9331,10.793309,0.000368,107.533211,1779775725,Download
23.208.65.107,192.168.1.4,443,13222,TCP,14,10024,716,54,2554,107.8602,8.296942,1.00E-06,107.632178,1779775725,Download
23.208.65.107,192.168.1.4,443,13219,TCP,15,10062,670.8,54,1304,107.8602,7.704303,0,107.632177,1779775725,Download
23.208.65.107,192.168.1.4,443,13221,TCP,13,9954,765.69,54,2554,107.8704,8.989204,1.00E-06,107.63941,1779775725,Download
23.208.65.107,192.168.1.4,443,13227,TCP,15,10062,670.8,54,2554,107.8637,7.704549,0,107.635854,1779775725,Download
23.208.65.107,192.168.1.4,443,13224,TCP,15,10080,672,54,1304,107.8637,7.704549,4.00E-06,107.621678,1779775725,Download
23.208.65.107,192.168.1.4,443,13218,TCP,14,10008,714.86,54,2554,107.8618,8.297059,0,107.603599,1779775725,Download
23.208.65.107,192.168.1.4,443,13225,TCP,13,9954,765.69,54,2554,107.8698,8.989148,0,107.33154,1779775725,Download
23.208.65.107,192.168.1.4,443,13223,TCP,14,10008,714.86,54,3804,107.8578,8.296757,0,107.62728,1779775725,Download
23.208.65.107,192.168.1.4,443,13220,TCP,14,10024,716,54,3804,107.8596,8.296895,1.00E-06,107.330916,1779775725,Download
192.168.1.4,23.208.65.107,5947,443,TCP,10,1463,146.3,54,622,107.8479,11.983101,0.000804,107.466756,1779775725,Download
192.168.1.4,23.208.65.107,5948,443,TCP,13,1662,127.85,54,623,107.8469,8.987245,2.70E-05,107.21713,1779775725,Download
23.208.65.107,192.168.1.4,443,13226,TCP,13,9954,765.69,54,3804,107.8602,8.988352,0,107.328237,1779775725,Download
23.208.65.107,192.168.1.4,443,5947,TCP,12,9916,826.33,54,3804,107.7882,9.798927,1.00E-06,107.557711,1779775725,Download
23.208.65.107,192.168.1.4,443,5948,TCP,15,10078,671.87,54,2554,107.7875,7.699106,0,107.317734,1779775725,Download
192.168.1.4,23.208.65.107,5949,443,TCP,11,1518,138,54,623,107.7054,10.77054,0.000559,107.317177,1779775725,Download
23.208.65.107,192.168.1.4,443,5949,TCP,13,9970,766.92,54,2554,107.6679,8.972327,1.00E-06,107.420831,1779775725,Download
192.168.1.4,23.208.65.107,5888,443,TCP,12,1537,128.08,54,586,107.5424,9.776584,0.000701,107.183505,1779775726,Download
192.168.1.4,23.208.65.107,5889,443,TCP,12,1537,128.08,54,586,107.5443,9.776755,0.00068,107.167102,1779775726,Download
192.168.1.4,23.208.65.107,5890,443,TCP,11,1484,134.91,54,587,107.5436,10.75436,0.000942,107.183193,1779775726,Download
192.168.1.4,23.208.65.107,5892,443,TCP,14,1689,120.64,54,594,107.5441,8.272626,2.40E-05,106.866967,1779775726,Download
192.168.1.4,23.208.65.107,5891,443,TCP,11,1483,134.82,54,586,107.5434,10.754341,0.000655,107.183528,1779775726,Download
23.208.65.107,192.168.1.4,443,5890,TCP,12,9502,791.83,54,3804,107.5051,9.77319,1.00E-06,107.276851,1779775726,Download
23.208.65.107,192.168.1.4,443,5888,TCP,12,9502,791.83,54,3804,107.5007,9.772791,0,107.275681,1779775726,Download
23.208.65.107,192.168.1.4,443,5889,TCP,12,9502,791.83,54,3804,107.5079,9.773444,1.00E-06,107.267037,1779775726,Download
23.208.65.107,192.168.1.4,443,5892,TCP,13,9556,735.08,54,3804,107.5037,8.958645,3.00E-06,106.968855,1779775726,Download
23.208.65.107,192.168.1.4,443,5891,TCP,14,9610,686.43,54,2554,107.5001,8.269242,0,107.276847,1779775726,Download
192.168.1.4,23.208.65.107,5893,443,TCP,11,1483,134.82,54,586,107.4808,10.748077,0.000684,107.000298,1779775726,Download
23.208.65.107,192.168.1.4,443,5893,TCP,11,9449,859,54,3804,107.4301,10.743008,0,107.108509,1779775726,Download
192.168.1.4,23.208.65.107,5895,443,TCP,13,1592,122.46,54,587,107.1436,8.928637,2.50E-05,106.750615,1779775726,Download
192.168.1.4,23.208.65.107,5894,443,TCP,12,1537,128.08,54,586,107.1437,9.740334,0.000531,106.750599,1779775726,Download
23.208.65.107,192.168.1.4,443,5894,TCP,14,9610,686.43,54,2554,107.1005,8.2385,1.00E-06,106.84846,1779775726,Download
23.208.65.107,192.168.1.4,443,5895,TCP,14,9610,686.43,54,2554,107.1011,8.238549,1.00E-06,106.848098,1779775726,Download
192.168.1.4,23.208.65.107,5896,443,TCP,10,1430,143,54,587,106.872,11.874661,0.000835,106.417582,1779775726,Download
192.168.1.4,23.208.65.107,5897,443,TCP,10,1429,142.9,54,586,106.8635,11.87372,0.000721,106.516751,1779775726,Download
192.168.1.4,23.208.65.107,5899,443,TCP,12,1537,128.08,54,586,106.8651,9.715011,7.50E-05,106.431812,1779775726,Download
192.168.1.4,23.208.65.107,5900,443,TCP,12,1538,128.17,54,587,106.8718,9.715622,0.000777,106.417614,1779775726,Download
192.168.1.4,23.208.65.107,5898,443,TCP,12,1538,128.17,54,587,106.8651,9.715013,0.00087,106.43292,1779775726,Download
23.208.65.107,192.168.1.4,443,5897,TCP,12,9502,791.83,54,3804,106.8264,9.711493,1.00E-06,106.61002,1779775726,Download
23.208.65.107,192.168.1.4,443,5900,TCP,12,9502,791.83,54,3804,106.8293,9.711751,2.00E-06,106.526086,1779775726,Download
23.208.65.107,192.168.1.4,443,5899,TCP,12,9502,791.83,54,2554,106.8187,9.710793,3.10E-05,106.52567,1779775726,Download
23.208.65.107,192.168.1.4,443,5896,TCP,13,9556,735.08,54,2554,106.827,8.902248,0,106.526086,1779775726,Download
23.208.65.107,192.168.1.4,443,5898,TCP,13,9556,735.08,54,2554,106.8245,8.902046,0,106.525517,1779775726,Download
192.168.1.4,72.153.5.128,5902,443,TCP,14,2069,147.79,54,697,110.2386,8.479891,2.80E-05,108.223032,1779775727,Download
192.168.1.4,72.153.5.128,5901,443,TCP,13,2015,155,54,697,110.2332,9.186102,3.60E-05,108.223032,1779775727,Download
192.168.1.4,72.153.5.128,5903,443,TCP,14,2079,148.5,54,706,110.2264,8.478958,4.00E-05,108.365397,1779775727,Download
192.168.1.4,72.153.5.133,5904,443,TCP,14,2068,147.71,54,697,110.2395,8.479963,3.90E-05,108.223027,1779775727,Download
72.153.5.128,192.168.1.4,443,5903,TCP,10,3612,361.2,54,1304,109.9284,12.214264,0,108.688696,1779775727,Download
72.153.5.128,192.168.1.4,443,5901,TCP,9,3558,395.33,54,1304,109.9135,13.739192,1.00E-06,108.588483,1779775727,Download
